Sgnyea,Prvcnm,Gdp,Gdp1,Gdp2,Gdp3
1965,四川省,86.49,48.62,20.76,17.11
1964,四川省,75.76,44.08,15.46,16.21
1963,四川省,69.06,42.74,10.27,16.06
1962,四川省,58.38,34.96,10.63,12.8
1961,四川省,52.28,24.3,15.58,12.4
1960,四川省,55.92,21.7,22.83,11.39
1959,四川省,63.16,31.09,21.66,10.41
1958,四川省,61.73,34.18,18.18,9.37
1957,四川省,56.57,36.87,11.63,8.07
1956,四川省,49.74,32.03,10.51,7.2
1955,四川省,43.22,27.33,9.13,6.76
1954,四川省,40,25.9,7.83,6.27
1953,四川省,35.68,23.42,6.11,6.14
1952,四川省,31.69,21.18,4.55,5.96
2013,云南省,11720.91,1895.34,4927.82,4897.75
2012,云南省,10309.47,1654.55,4419.2,4235.72
2011,云南省,8893.12,1411.01,3780.32,3701.79
2010,云南省,7224.18,1108.38,3223.49,2892.31
2009,云南省,6169.75,1067.6,2582.53,2519.62
2008,云南省,5692.12,1020.94,2451.09,2228.07
2007,云南省,4772.52,837.35,2051.08,1852.88
2006,云南省,3988.14,749.81,1712.6,1544.31
2005,云南省,3461.73,669.81,1432.76,1370.32
2004,云南省,3081.91,604.33,1314.19,1040.96
2003,云南省,2556.02,502.84,1069.29,893.16
2002,云南省,2312.82,470.5,951.48,810.34
2001,云南省,2138.31,450.54,881.49,742.68
2000,云南省,1955.09,436.26,843.24,675.59
1999,云南省,1855.74,412.17,825.12,618.45
1998,云南省,1793.9,408.43,828.37,557.1
1997,云南省,1644.23,391.48,750.01,502.74
1996,云南省,1491.62,364.27,672.82,454.53
1995,云南省,1206.68,302.69,534.78,384.68
1994,云南省,973.97,237.51,429.66,306.8
1993,云南省,779.21,191.45,325.57,266.25
1992,云南省,618.69,186.8,219.03,212.86
1991,云南省,517.41,169.48,179.56,168.37
1990,云南省,451.67,168.13,157.8,125.74
1989,云南省,363.05,119.01,138.06,105.98
1988,云南省,301.09,103.47,112.4,85.22
1987,云南省,229.03,84.06,84.3,60.67
1986,云南省,182.28,71.32,70.83,40.13
1985,云南省,164.96,66.07,65.41,33.48
1984,云南省,139.58,57.33,54.38,27.87
1983,云南省,120.07,49.33,47.28,23.46
1982,云南省,110.12,47.04,42.39,20.69
1981,云南省,94.13,41.23,35.8,17.1
1980,云南省,84.27,35.89,33.98,14.4
1979,云南省,76.83,32.38,30.5,13.95
1978,云南省,69.05,29.46,27.58,12.01
1977,云南省,55.84,24.36,21.45,10.03
1976,云南省,49.27,25.7,14.96,8.61
1975,云南省,54.29,26.34,19.12,8.83
1974,云南省,51.78,24.29,18.98,8.51
1973,云南省,54.57,27.23,18.85,8.49
1972,云南省,49.5,24.84,16.89,7.77
1971,云南省,43.47,21.99,14.57,6.91
1970,云南省,38.52,18.87,13.38,6.27
1969,云南省,34.34,18.63,10.01,5.7
1968,云南省,26.51,17.36,4.74,4.41
1967,云南省,34.18,18.49,10.17,5.52
1966,云南省,36.39,18.37,12.18,5.84
1965,云南省,33.62,17.31,11.01,5.3
1964,云南省,29.25,16.18,8.19,4.88
1963,云南省,25.63,14.01,7.11,4.51
1962,云南省,24.5,13.64,6.55,4.31
1961,云南省,22.9,11.16,7.28,4.46
1960,云南省,25.43,8.83,10.5,6.1
1959,云南省,25.35,9,10.01,6.34
1958,云南省,23.21,9.57,7.99,5.65
1957,云南省,22.53,12.47,5.43,4.63
1956,云南省,21.33,11.6,5.11,4.62
1955,云南省,18.34,10.44,4.13,3.77
1954,云南省,17.03,9.92,3.57,3.54
1953,云南省,14.86,8.87,2.88,3.11
1952,云南省,11.78,7.27,1.82,2.69
2013,河北省,28301.41,3500.42,14762.1,10038.89
2012,河北省,26575.01,3186.66,14003.57,9384.78
2011,河北省,24515.76,2905.73,13126.86,8483.17
2010,河北省,20394.26,2562.81,10707.68,7123.77
2009,河北省,17235.48,2207.34,8959.83,6068.31
2008,河北省,16011.97,2034.6,8777.42,5376.59
2007,河北省,13607.32,1804.72,7241.8,4662.98
2006,河北省,11467.6,1606.48,6115.01,3938.94
2005,河北省,10012.11,1503.07,5232.5,3360.54
2004,河北省,8477.63,1370.4,4635.23,2763.16
2003,河北省,6921.29,1064.33,3657.19,2377.04
2002,河北省,6018.28,957.01,3046,2119.52
2001,河北省,5516.76,913.9,2767.41,1896.47
2000,河北省,5088.96,824.55,2559.96,1704.45
1999,河北省,4569.19,805.97,2243.59,1519.63
1998,河北省,4256.01,790.6,2084.33,1381.08
1997,河北省,3953.78,761.76,1934.38,1257.64
1996,河北省,3452.97,700.94,1664.61,1087.42
1995,河北省,2849.52,631.34,1322.77,895.41
1994,河北省,2187.49,451.91,1053.12,682.46
1993,河北省,1690.84,301.68,847.92,541.24
1992,河北省,1278.5,257.08,573.15,448.27
1991,河北省,1072.07,236.89,459.91,375.27
1990,河北省,896.33,227.89,387.52,280.92
1989,河北省,822.83,196.35,374.92,251.56
1988,河北省,701.33,162.31,323.4,215.62
1987,河北省,521.92,137.66,255.97,128.29
1986,河北省,436.65,123.45,207.28,105.92
1985,河北省,396.75,120.34,184.26,92.15
1984,河北省,332.22,111.46,145.84,74.92
1983,河北省,283.21,102.1,114.89,66.22
1982,河北省,251.45,85.59,107.83,58.03
1981,河北省,222.54,71.03,103.15,48.36
1980,河北省,219.24,68.09,105.88,45.27
1979,河北省,203.22,61.11,101.76,40.35
1978,河北省,183.06,52.2,92.38,38.48
1977,河北省,158.18,48.42,78.74,31.02
1976,河北省,133.95,45.86,63,25.09
1975,河北省,132.79,50.66,57.19,24.94
1974,河北省,121.39,45.62,50.24,25.53
1973,河北省,112.57,43.16,45.46,23.95
1972,河北省,103,38.35,41.91,22.74
1971,河北省,107.6,44.06,41.87,21.67
1970,河北省,104.25,46.41,36.91,20.93
1969,河北省,92.16,44.11,29.47,18.58
1968,河北省,79.43,40.35,23.01,16.07
1967,河北省,78.11,40.06,21.19,16.86
1966,河北省,80.24,40.12,22.42,17.7
1965,河北省,72.72,37.2,19.99,15.53
1964,河北省,56.68,27.15,16.89,12.64
1963,河北省,44.83,19.84,13.29,11.7
1962,河北省,48.73,24.07,12.66,12
1961,河北省,54.87,23.99,15.84,15.04
1960,河北省,73.44,23.43,30.88,19.13
1959,河北省,74.21,27,28.26,18.95
1958,河北省,63.61,27.89,19.51,16.21
1957,河北省,52.3,26.11,12.59,13.6
1956,河北省,49.83,25.01,12.13,12.69
1955,河北省,49.2,28.18,9.96,11.06
1954,河北省,45.31,25.38,9.14,10.79
1953,河北省,42.48,24.1,8.38,10
1952,河北省,40.49,25.23,7.61,7.65
2013,河南省,32155.86,4058.98,17806.39,10290.49
2012,河南省,29599.31,3769.54,16672.2,9157.57
2011,河南省,26931.03,3512.24,15427.08,7991.72
2010,河南省,23092.36,3258.09,13226.38,6607.89
2009,河南省,19480.46,2769.05,11010.5,5700.91
2008,河南省,18018.53,2658.8,10477.92,5271.06
2007,河南省,15012.46,2217.66,8282.83,4511.97
2006,河南省,12362.79,2049.92,6724.61,3721.44
2005,河南省,10587.42,1892.01,5514.14,3181.27
2004,河南省,8553.79,1647.48,4515.35,2652.26
2003,河南省,6867.7,1239.7,3551.94,2256.95
2002,河南省,6035.48,1288.36,2951.06,1929.31
2001,河南省,5533.01,1234.34,2659.04,1746.73
2000,河南省,5137.66,1161.58,2413.78,1562.3
1999,河南省,4576.1,1123.14,2070.88,1382.08
1998,河南省,4356.6,1071.39,2012.74,1272.47
1997,河南省,4079.26,1008.55,1920.05,1150.66
1996,河南省,3661.18,959.87,1718.98,1004.56
1995,河南省,3002.74,762.99,1394.98,830.4
1994,河南省,2224.43,546.68,1071.74,606.01
1993,河南省,1662.76,410.45,764.2,485.53
1992,河南省,1279.75,353.92,545.21,380.62
1991,河南省,1045.73,334.61,388.09,323.03
1990,河南省,934.65,325.77,331.85,277.03
1989,河南省,850.71,289.95,317.13,243.63
1988,河南省,749.09,240.72,299.83,208.54
1987,河南省,609.6,220.22,230.25,159.13
1986,河南省,502.91,179.02,202.15,121.74
1985,河南省,451.74,173.43,170.07,108.24
1984,河南省,370.04,155.28,136.29,78.47
1983,河南省,327.95,143.49,116.36,68.1
1982,河南省,263.3,108.18,102.76,52.36
1981,河南省,249.69,106.04,95.79,47.86
1980,河南省,229.16,93.23,94.44,41.49
1979,河南省,190.09,77.3,80.52,32.27
1978,河南省,162.92,64.86,69.45,28.61
1977,河南省,144.11,55.91,62.51,25.69
1976,河南省,125.52,59.98,42.39,23.15
1975,河南省,127.77,55.71,50.34,21.72
1974,河南省,119.92,53.97,44.94,21.01
1973,河南省,117.05,53.77,43.1,20.18
1972,河南省,111.41,49.05,43.09,19.27
1971,河南省,104.8,47.53,39.72,17.55
1970,河南省,97.19,44.49,36.06,16.64
1969,河南省,80.88,39.8,25.78,15.3
1968,河南省,72.19,38.4,19.53,14.26
1967,河南省,78.54,41.13,22.82,14.59
1966,河南省,76.39,35.07,26.64,14.68
1965,河南省,62.96,29.58,19.1,14.28
1964,河南省,51.4,22.4,15.56,13.44
1963,河南省,42.45,15.11,15.15,12.19
1962,河南省,43.02,17,14.05,11.97
1961,河南省,46.29,14.61,19.36,12.32
1960,河南省,66.15,20.08,33.74,12.33
1959,河南省,64.03,22.92,30.32,10.79
1958,河南省,60.76,25.64,24.24,10.88
1957,河南省,52.55,24.27,18.08,10.2
1956,河南省,48.12,27.05,12.07,9
1955,河南省,46.53,28.14,11.12,7.27
1954,河南省,44.02,26.45,10.88,6.69
1953,河南省,41.3,25.08,10.16,6.06
1952,河南省,36.09,22.46,8.23,5.4
2013,辽宁省,27077.65,2321.63,14269.46,10486.56
2012,辽宁省,24846.43,2155.82,13230.49,9460.12
2011,辽宁省,22226.7,1915.57,12152.15,8158.98
2010,辽宁省,18457.27,1631.08,9976.82,6849.37
2009,辽宁省,15212.49,1414.9,7906.34,5891.25
2008,辽宁省,13668.58,1302,7512.11,4647.46
2007,辽宁省,11164.3,1133.4,5853.1,4036.99
2006,辽宁省,9304.52,976.37,4729.5,3545.28
2005,辽宁省,8047.26,882.41,3953.28,3173.32
2004,辽宁省,6672,769.8962,3278.8848,2823.8711
2003,辽宁省,6002.54,615.8,2898.89,2487.85
2002,辽宁省,5458.22,590.2,2609.85,2258.17
2001,辽宁省,5033.08,544.44,2440.55,2048.09
2000,辽宁省,4669.06,503.44,2344.4,1821.22
1999,辽宁省,4171.69,520.8,2001.48,1649.41
1998,辽宁省,3881.73,531.46,1855.22,1495.05
1997,辽宁省,3582.46,485.38,1743.87,1260.81
1996,辽宁省,3157.69,474.09,1537.68,1145.92
1995,辽宁省,2793.37,392.2,1390,1011.2
1994,辽宁省,2461.78,318.95,1259.05,883.78
1993,辽宁省,2010.82,260.8,1039.3,710.8
1992,辽宁省,1472.95,194.6,741.9,536.5
1991,辽宁省,1200.1,180.8,590.1,429.2
1990,辽宁省,1062.7,168.6,540.8,353.3
1989,辽宁省,1003.8,141.9,545.1,316.9
1988,辽宁省,881,141.9,492.5,246.6
1987,辽宁省,719.1,109.5,417,192.6
1986,辽宁省,605.3,92.8,357.8,154.6
1985,辽宁省,518.6,74.9,328.1,115.6
1984,辽宁省,438.2,80.4,268.2,89.6
1983,辽宁省,364,72.2,219.7,72.1
1982,辽宁省,315.1,54.7,199.7,60.7
1981,辽宁省,288.6,49.1,187.5,51.9
1980,辽宁省,281,46.1,192.3,42.6
1979,辽宁省,245,40.7,166.36,37.9
1978,辽宁省,229.2,32.4,162.9,33.9
1977,辽宁省,203.77,34.33,138.74,30.7
1976,辽宁省,203.99,34.7,140.28,29.01
1975,辽宁省,198.51,36,132.69,29.82
1974,辽宁省,185.14,33.1,123.79,28.25
1973,辽宁省,171.98,31.4,113.6,26.98
1972,辽宁省,153.96,24.5,103.55,25.91
1971,辽宁省,148.6,26.3,97.57,24.73
1970,辽宁省,136.82,28.5,85.31,23.01
1969,辽宁省,113.78,22.1,70.07,21.61
1968,辽宁省,86.89,23.5,45.05,18.34
1967,辽宁省,93.35,22.6,51.65,19.1
1966,辽宁省,112.61,22.6,69.47,20.54
1965,辽宁省,103.15,20.2,62.6,20.35
1964,辽宁省,87.21,18,50.5,18.71
1963,辽宁省,76.08,16.8,42.05,17.23
1962,辽宁省,74.06,15.8,41.02,17.24
1961,辽宁省,75.86,14.8,41.6,19.46
1960,辽宁省,158.14,14.73,119.36,24.05
1959,辽宁省,136.69,18.4,95.21,23.08
1958,辽宁省,105.64,16.2,70.82,18.62
1957,辽宁省,78.69,16,46.62,16.07
1956,辽宁省,72.04,16.6,39.47,15.97
1955,辽宁省,59.37,14.6,32.18,12.59
1954,辽宁省,56.9,14,29.33,13.57
1953,辽宁省,52.85,12.3,26.14,14.41
1952,辽宁省,41.38,12,20,9.38
2013,山东省,54684.33,4742.63,27422.47,22519.23
2012,山东省,50013.24,4281.7,25735.73,19995.81
2011,山东省,45361.85,3973.85,24017.11,17370.89
2010,山东省,39169.92,3588.28,21238.49,14343.14
2009,山东省,33896.65,3226.64,18901.83,11768.18
2008,山东省,30933.28,3002.65,17702.17,10367.23
2007,山东省,25776.91,2509.14,14776.53,8680.24
2006,山东省,21900.19,2138.9,12751.2,7187.26
2005,山东省,18366.87,1963.51,10628.62,5924.74
2004,山东省,15021.84,1778.3,8724.52,4987.91
2003,山东省,12078.15,1480.67,6656.85,4298.41
2002,山东省,10275.4957,1390,5309.54,3852.52
2001,山东省,9195.036,1359.49,4654.51,3424.31
2000,山东省,8542.44,1268.57,4244.4,3029.47
1999,山东省,7662.1,1221,3705.44,2735.66
1998,山东省,7162.2,1215.81,3457.03,2489.36
1997,山东省,6650.02,1195,3185.05,2269.97
1996,山东省,5960.42,1200.17,2810.72,1949.53
1995,山东省,5002.34,1010.13,2355.78,1587.44
1994,山东省,3872.18,775.03,1900.46,1196.69
1993,山东省,2779.49,596.63,1355.71,818.03
1992,山东省,2196.53,534.62,999.11,662.8
1991,山东省,1810.54,521.85,745.9,542.79
1990,山东省,1511.19,425.29,635.98,449.92
1989,山东省,1293.94,359.14,579.65,355.15
1988,山东省,1117.66,331.94,497.1,288.62
1987,山东省,892.29,287.31,384.57,220.41
1986,山东省,742.05,252.73,313.21,176.11
1985,山东省,680.46,235.96,293.07,151.43
1984,山东省,581.56,222.13,239.27,120.16
1983,山东省,459.83,185.57,178.75,95.51
1982,山东省,395.38,154.07,166.05,75.26
1981,山东省,346.57,132.21,155.41,58.95
1980,山东省,292.13,106.43,146.11,39.59
1979,山东省,251.6,91.12,127.68,32.8
1978,山东省,225.45,75.06,119.35,31.04
1977,山东省,207.07,79.01,95.34,32.72
1976,山东省,179.58,68.88,84.7,26
1975,山东省,166.19,65.54,75.31,25.34
1974,山东省,130.81,59.19,47.44,24.18
1973,山东省,154.33,61.92,65.99,26.42
1972,山东省,146.52,59.11,63.22,24.19
1971,山东省,139.69,56.33,61.5,21.86
1970,山东省,126.31,52.23,53.71,20.37
1969,山东省,108.17,50.16,39.56,18.45
1968,山东省,99.34,44.46,37.43,17.45
1967,山东省,99.44,46.71,35.43,17.3
1966,山东省,97.58,46.99,34.44,16.15
1965,山东省,86.25,42.24,28.96,15.05
1964,山东省,71.66,33.05,23.43,15.18
1963,山东省,67.61,33.47,19.09,15.05
1962,山东省,64.38,30.42,16.91,17.05
1961,山东省,63.4,26.44,20.19,16.77
1960,山东省,71.37,20.61,31.07,19.69
1959,山东省,75.96,28.73,27.86,19.37
1958,山东省,72.97,33.94,23.73,15.3
1957,山东省,61.39,31.95,17.59,11.85
1956,山东省,63.13,35.67,16.34,11.12
1955,山东省,57.78,35.52,11.42,10.84
1954,山东省,52.98,32.48,10.98,9.52
1953,山东省,45.79,28.23,9.3,8.26
1952,山东省,43.41,28.55,7.87,6.99
2013,天津市,14370.16,188.45,7276.68,6905.03
2012,天津市,12893.88,171.6,6663.82,6058.46
2011,天津市,11307.28,159.72,5928.32,5219.24
2010,天津市,9224.46,145.58,4840.23,4238.65
2009,天津市,7521.85,128.85,3987.84,3405.16
2008,天津市,6719.01,122.58,3821.07,2410.73
2007,天津市,5252.76,110.19,2892.53,2047.68
2006,天津市,4462.74,118.23,2488.29,1752.63
2005,天津市,3905.64,112.38,2051.17,1534.07
2004,天津市,3110.97,102.29,1560.16,1269.43
2003,天津市,2578.03,89.66,1245.29,1112.71
2002,天津市,2150.76,84,1001.9,965.26
2001,天津市,1919.09,78.55,904.64,856.91
2000,天津市,1639.36,73.54,820.17,745.65
1999,天津市,1450.06,71.01,711.93,667.12
1998,天津市,1336.38,74.03,660,602.35
1997,天津市,1235.28,74.55,643.88,521.97
1996,天津市,1102.4,70.53,584.43,447.44
1995,天津市,920.11,60.8,518.55,352.62
1994,天津市,833.6,46.53,404.08,274.53
1993,天津市,536.1,35.4,308.4,195.14
1992,天津市,411.24,30.26,233.41,147.37
1991,天津市,342.75,29.26,196.6,116.79
1990,天津市,310.95,27.32,181.38,102.25
1989,天津市,283.49,26.85,177.54,79.1
1988,天津市,259.71,26.21,160.96,72.54
1987,天津市,220.12,19.63,138.02,62.47
1986,天津市,194.74,16.51,123.33,54.9
1985,天津市,175.78,12.95,114.92,47.91
1984,天津市,147.53,11.13,96.47,39.93
1983,天津市,123.42,7.6,84.47,31.35
1982,天津市,114.11,7,79.86,27.25
1981,天津市,107.96,5.18,76.97,25.81
1980,天津市,103.53,6.53,72.56,24.44
1979,天津市,93.01,6.54,64.82,21.65
1978,天津市,82.65,5.03,57.53,20.09
1977,天津市,67.73,3.56,46.97,17.2
1976,天津市,65.25,4.01,45.57,15.67
1975,天津市,69.73,4.37,50.29,15.07
1974,天津市,66.69,4.79,46.81,15.09
1973,天津市,60.33,3.92,42.51,13.9
1972,天津市,56.37,3.46,40.53,12.38
1971,天津市,55.12,3.89,39.52,11.71
1970,天津市,50.99,3.8,35.8,11.39
1969,天津市,42.87,3.46,29.03,10.38
1968,天津市,34.77,3.6,21.26,9.91
1967,天津市,33.62,3.5,20.93,9.19
1966,天津市,39.31,2.69,26.87,9.75
1965,天津市,35.96,3.91,22.96,9.09
1964,天津市,30.59,2.3,20.08,8.21
1963,天津市,26.65,2.27,16.2,8.18
1962,天津市,24.25,2.12,14.08,8.05
1961,天津市,28.41,2.52,16.56,9.33
1960,天津市,42.66,2.65,29.65,10.36
1959,天津市,41.25,2.8,29.1,9.35
1958,天津市,32.49,2.28,22.21,8
1957,天津市,24.11,2.49,13.28,8.34
1956,天津市,20.7,2.26,10.83,7.61
1955,天津市,17.12,2.35,9.16,5.61
1954,天津市,16.98,1.79,8.93,6.26
1953,天津市,17.58,1.76,8.49,7.33
1952,天津市,12.8,1.85,6.31,4.64
2013,江西省,14338.5,1636.49,7671.38,5030.63
2012,江西省,12948.88,1520.23,6942.59,4486.06
2011,江西省,11702.82,1391.07,6390.55,3921.2
2010,江西省,9451.26,1206.98,5122.88,3121.4
2009,江西省,7655.18,1098.66,3919.45,2637.07
2008,江西省,6971.05,1060.38,3414.88,2005.07
2007,江西省,5800.25,905.77,2840.92,1753.56
2006,江西省,4820.53,786.14,2320.74,1563.65
2005,江西省,4056.76,727.37,1917.47,1411.92
2004,江西省,3456.7,711.7,1595.74,1188.5
2003,江西省,2807.41,560,1227.38,1043.08
2002,江西省,2450.48,535.98,951.77,962.73
2001,江西省,2175.68,506,788.12,881.56
2000,江西省,2003.07,485.14,700.76,817.17
1999,江西省,1853.65,464.4,758.15,740.431
1998,江西省,1851.98,450.44,740.33,661.21
1997,江西省,1715.18,475.18,658.25,581.75
1996,江西省,1517.26,440,588.82,488.44
1995,江西省,1205.11,374.64,403.74,391.35
1994,江西省,948.16,314.35,338.23,295.58
1993,江西省,723.06,225.58,282.46,215
1992,江西省,572.55,200.81,199.4,172.34
1991,江西省,479.37,183.27,154.77,141.33
1990,江西省,428.62,175.96,133.56,119.1
1989,江西省,376.46,133.19,131.23,112.04
1988,江西省,325.83,119.18,117.38,89.27
1987,江西省,262.9,104.63,92.44,65.83
1986,江西省,230.82,90.27,83.6,56.95
1985,江西省,207.89,84.06,76.05,47.78
1984,江西省,169.11,71.89,61.31,35.91
1983,江西省,144.13,63.98,49.2,30.95
1982,江西省,133.96,63.91,42.64,27.41
1981,江西省,121.26,56.09,41.1,24.07
1980,江西省,111.15,48.31,41,21.84
1979,江西省,104.15,48.7,36.41,19.04
1978,江西省,87,36.18,33.08,17.74
1977,江西省,74.78,34.23,24.2,16.35
1976,江西省,64.34,32.09,17.98,14.27
1975,江西省,68.12,33.4,19.88,14.84
1974,江西省,64.73,32.4,18.37,13.96
1973,江西省,66.84,31.13,22.36,13.35
1972,江西省,66.61,31.99,20.38,14.24
1971,江西省,62.24,29.14,18.83,14.27
1970,江西省,58.37,30.03,17.15,11.19
1969,江西省,51.92,26.56,14.03,11.33
1968,江西省,45.95,25.98,10.67,9.3
1967,江西省,44.46,25.17,9.93,9.36
1966,江西省,48.4,27.14,11.26,10
1965,江西省,42.98,24.16,10.22,8.6
1964,江西省,35.2,19.56,7.92,7.72
1963,江西省,32.69,18.66,7.01,7.02
1962,江西省,33.06,18.7,6.53,7.83
1961,江西省,35.5,18,7.71,9.79
1960,江西省,36.83,14.81,9.46,12.56
1959,江西省,34.63,15.35,7.9,11.38
1958,江西省,31.21,15.82,6.73,8.66
1957,江西省,27.73,15.45,5.13,7.15
1956,江西省,22.04,12.35,4.23,5.46
1955,江西省,21.86,13.02,3.45,5.39
1954,江西省,20.66,12.22,3.19,5.25
1953,江西省,19.71,12.26,2.89,4.56
1952,江西省,18.86,12.38,2.47,4.01
2013,江苏省,59161.75,3646.08,29094.03,26421.64
2012,江苏省,54058.22,3418.29,27121.95,23517.98
2011,江苏省,49110.27,3064.77,25203.28,20842.21
2010,江苏省,41425.48,2540.1,21753.93,17131.45
2009,江苏省,34457.3,2261.86,18566.37,13629.07
2008,江苏省,30981.98,2100,16663.81,11548.8
2007,江苏省,26018.48,1816.24,14306.4,9618.52
2006,江苏省,21742.05,1545.01,12250.84,7849.23
2005,江苏省,18598.69,1461.49,10355.03,6489.14
2004,江苏省,15003.6,1315.38,8716.1069,5371.6777
2003,江苏省,12442.87,1106.35,6787.11,4567.37
2002,江苏省,10606.85,1119.12,5550.98,3961.65
2001,江苏省,9456.84,1082.43,4907.46,3522.02
2000,江苏省,8582.7276,1031.17,4435.889,3115.6686
1999,江苏省,7697.82,1003.51,3920.15,2774.16
1998,江苏省,7199.95,1016.27,3640.1,2543.58
1997,江苏省,6680.34,1008.41,3411.86,2260.07
1996,江苏省,6004.21,965.29,3074.12,1964.8
1995,江苏省,5155.25,866.24,2715.26,1573.75
1994,江苏省,4057.39,671.94,2186.77,1198.68
1993,江苏省,2998.16,490.59,1598.05,909.52
1992,江苏省,2136.02,393.82,1119.26,622.94
1991,江苏省,1601.38,345.14,793.92,462.32
1990,江苏省,1416.5,355.17,692.59,368.74
1989,江苏省,1321.85,324.18,657.06,340.61
1988,江苏省,1208.85,319.18,586.82,302.85
1987,江苏省,922.33,246.86,493.69,181.78
1986,江苏省,744.94,224.26,376.32,144.36
1985,江苏省,651.82,195.66,339.56,116.6
1984,江苏省,518.85,179,250.39,89.46
1983,江苏省,437.65,150.41,210.81,76.43
1982,江苏省,390.17,135.15,185.52,69.5
1981,江苏省,350.02,109.39,178.01,62.62
1980,江苏省,319.8,94.24,167.41,58.15
1979,江苏省,298.55,104.04,141.14,53.37
1978,江苏省,249.24,68.71,131.09,49.44
1977,江苏省,202.4,53.22,105.35,43.83
1976,江苏省,187.97,62.38,85.04,40.55
1975,江苏省,184.16,67.59,79.61,36.96
1974,江苏省,171.94,65.5,69.45,36.99
1973,江苏省,170.93,64.74,69.28,36.91
1972,江苏省,157.31,60.2,61.74,35.37
1971,江苏省,148.04,57.24,56.43,34.37
1970,江苏省,129.23,51.03,46.16,32.04
1969,江苏省,111.75,47.22,35.42,29.11
1968,江苏省,102.84,47.04,29.45,26.35
1967,江苏省,99.2,44.13,29.53,25.54
1966,江苏省,109.89,47.53,35.51,26.85
1965,江苏省,95.1,41.2,30.26,23.64
1964,江苏省,89.55,42.5,24.01,23.04
1963,江苏省,75.52,35.27,18.14,22.11
1962,江苏省,69.2,29.1,17.34,22.76
1961,江苏省,72.2,25.78,22.89,23.53
1960,江苏省,86.8,25.68,35.96,25.16
1959,江苏省,79.62,25.79,27.57,26.26
1958,江苏省,75.3,29.05,23.17,23.08
1957,江苏省,65.11,29.94,14.4,20.77
1956,江苏省,61.9,27.76,13.79,20.35
1955,江苏省,58.96,29.69,11.29,17.98
1954,江苏省,53.77,25.81,10.98,16.98
1953,江苏省,53.42,25.86,10.26,17.3
1952,江苏省,48.41,25.49,8.53,14.39
2013,上海市,21602.12,129.28,8027.77,13445.07
2012,上海市,20181.72,127.8,7854.77,12199.15
2011,上海市,19195.69,124.94,7927.89,11142.86
2010,上海市,17165.98,114.15,7218.32,9833.51
2009,上海市,15046.45,113.82,6001.78,8930.85
2008,上海市,14069.86,111.8,6235.92,7350.43
2007,上海市,12494.01,101.84,5678.51,6408.5
2006,上海市,10572.24,93.8,5028.37,5244.2
2005,上海市,9247.66,80.34,4452.92,4620.92
2004,上海市,8072.83,96.71,3788.22,3565.34
2003,上海市,6694.23,90.64,3130.72,3029.45
2002,上海市,5741.03,88.24,2564.69,2755.83
2001,上海市,5210.12,85.5,2355.53,2509.81
2000,上海市,4551.15,83.2,2163.68,2304.27
1999,上海市,4034.96,80,1953.98,2000.98
1998,上海市,3688.2,78.5,1847.2,1762.5
1997,上海市,3360.21,75.8,1754.39,1530.02
1996,上海市,2902.2,71.58,1582.5,1248.12
1995,上海市,2462.57,59.82,1419.41,1020.2
1994,上海市,1971.92,48.59,1143.24,780.09
1993,上海市,1511.61,37.82,902.38,579.03
1992,上海市,1114.32,34.16,677.39,402.77
1991,上海市,893.77,34.06,550.64,309.07
1990,上海市,744.67,34.24,505.6,241.82
1989,上海市,696.54,29.63,466.18,200.73
1988,上海市,648.3,27.36,433.05,187.89
1987,上海市,545.46,21.6,364.38,159.48
1986,上海市,490.83,19.69,336.02,135.12
1985,上海市,466.75,19.53,325.63,121.59
1984,上海市,390.85,17.26,275.37,98.22
1983,上海市,351.81,13.52,255.32,82.97
1982,上海市,337.07,13.31,249.32,74.44
1981,上海市,324.76,10.58,244.34,69.84
1980,上海市,311.89,10.1,236.1,65.69
1979,上海市,286.43,11.39,221.21,53.83
1978,上海市,272.81,11,211.05,50.76
1977,上海市,230.36,7.98,176.98,45.4
1976,上海市,208.12,8.79,158.89,40.44
1975,上海市,204.12,8.22,157.54,38.36
1974,上海市,193.45,9.45,147.86,36.14
1973,上海市,185.35,8.97,142.39,33.99
1972,上海市,170.98,8.54,132.82,29.62
1971,上海市,164.86,7.57,128.23,29.06
1970,上海市,156.67,7.42,120.82,28.43
1969,上海市,142.3,7.91,106.08,28.31
1968,上海市,123.24,8.31,89.2,25.73
1967,上海市,110.04,7.2,79.51,23.33
1966,上海市,124.81,6.8,92.27,25.74
1965,上海市,113.55,6.5,82.92,24.13
1964,上海市,100.7,6.24,72.17,22.29
1963,上海市,90.69,4.54,65.72,20.43
1962,上海市,84.72,4.51,58.8,21.41
1961,上海市,101.78,4.43,71.06,26.29
1960,上海市,158.39,4.23,123.36,30.8
1959,上海市,128.49,4.29,94.82,29.38
1958,上海市,95.61,3.57,64.66,27.38
1957,上海市,69.6,2.7,40.83,26.07
1956,上海市,63.61,2.38,35.25,25.98
1955,上海市,53.64,2.71,29.39,21.54
1954,上海市,54.7,2.26,29.67,22.77
1953,上海市,51.71,2.51,28.75,20.45
1952,上海市,36.66,2.17,19.22,15.27
2013,浙江省,37568.49,1784.62,18446.65,17337.22
2012,浙江省,34665.33,1667.88,17316.32,15681.13
2011,浙江省,32318.85,1583.04,16555.58,14180.23
2010,浙江省,27722.31,1360.56,14297.93,12063.82
